trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
3539933,281,2006,0,0,209.0,47336.8,7,0,0
3635144,3168,484,0,0,92.8,23428.4,7,0,0
3439763,946,1491,0,0,223.4,40848.0,7,0,0
1501714,5120,1227,2,1,6738.7,24744.2,8,7,4935771
453586,1540,907,2,4,21600.0,50319.8,1,0,0
3611425,2464,788,0,0,137.1,26392.0,7,0,0
602692,2052,406,0,3,9885.0,42543.3,1,0,0
893926,3047,1672,2,4,14.6,14615.8,6,0,0
947221,3228,1668,2,4,24500.0,54332.0,1,0,0
100359,343,1519,2,4,14.6,15358.4,6,0,0
1310599,4476,1556,2,1,3195.0,32876.3,5,13,51957607
3447723,2175,788,0,0,126.3,40790.2,7,0,0
1245371,4260,619,2,1,4075.5,24313.4,8,3,42941677
796245,2712,757,2,4,1280.0,22517.0,1,0,0
330322,1126,465,2,1,2791.0,28907.8,5,12,12984758
351060,1193,551,0,3,14407.0,49774.3,1,0,0
147377,493,1839,2,4,15100.0,31999.8,1,0,0
87992,295,2044,0,3,20964.0,39582.7,1,0,0
182763,621,1877,2,4,25600.0,14906.5,1,0,0
257405,883,1863,2,1,6195.0,12897.1,5,4,72100633
532760,1815,1072,0,3,26856.0,48251.1,1,0,0
1122237,3834,1740,2,1,3189.0,17854.3,3,7,51878350
337698,1146,741,2,4,2880.0,58725.8,1,0,0
1147813,3926,1074,2,1,2232.0,41646.5,5,5,55667674
3460382,374,484,0,0,244.5,60949.7,7,0,0
1046405,3579,1197,0,3,24085.0,74983.0,1,0,0
191984,651,691,2,4,12100.0,36998.1,1,0,0
897054,3056,984,2,1,868.0,15854.7,5,1,36077541
465935,1585,1658,2,4,1300.0,26241.9,1,0,0
181848,617,1764,2,4,14.6,31845.6,6,0,0
572626,1948,1884,2,4,14.6,44039.4,6,0,0
3627645,2936,2068,0,0,162.9,40794.4,7,0,0
360108,1223,2127,2,4,9700.0,48151.7,1,0,0
3660309,3935,1641,0,0,131.2,30475.0,7,0,0
899938,3066,2167,2,1,3241.0,47697.7,5,2,50533449
987785,3368,1611,2,4,14.6,55574.5,6,0,0
663965,2267,1033,2,4,30.0,26661.1,6,0,0
503347,1716,1958,2,1,1032.0,21715.9,0,10,972009
580214,1975,772,2,1,2625.0,37860.4,5,9,25971132
2439209,8041,1672,2,4,14.6,33512.6,6,0,0
779923,2660,1835,0,3,15762.0,66310.7,1,0,0
1044365,3571,1984,2,1,3224.0,33995.4,5,10,3029764
1202995,4116,2105,2,1,14448.0,34443.7,5,5,69320016
155478,520,1399,2,4,14.6,17491.9,6,0,0
125700,423,513,2,4,900.0,16937.0,1,0,0
747249,2549,1052,2,4,3680.0,36732.1,1,0,0
605592,2061,281,2,4,1000.0,29377.5,1,0,0
24629,82,673,0,3,32507.0,109536.8,1,0,0
1090063,3726,2050,2,1,6785.0,19027.8,5,7,64175748
2521998,8321,1119,2,4,1680.0,24159.0,1,0,0
1245409,4260,1776,2,1,4075.5,32889.5,8,3,42941677
1030580,3521,1649,0,3,22200.0,57407.5,1,0,0
135276,454,1344,0,3,8531.0,35643.3,1,0,0
286373,982,373,2,1,192.0,24958.7,0,8,19998705
480014,1635,2072,2,4,18600.0,23056.5,1,0,0
2762527,9140,2111,2,4,200.0,16540.9,1,0,0
521772,1780,241,2,4,21700.0,49368.5,1,0,0
2579279,8519,1715,2,4,5500.0,67402.1,1,0,0
983149,3354,1852,2,4,2400.0,7018.5,1,0,0
594141,2023,1655,2,1,1687.0,68569.5,5,2,12073362
1736718,5891,1170,2,4,4800.0,81516.1,1,0,0
799059,2724,1684,2,1,6399.0,36075.2,5,10,4672384
547240,1862,1976,2,4,30.0,61457.0,6,0,0
37012,119,576,2,4,14.6,31086.9,6,0,0
523932,1787,1123,2,4,2400.0,49151.5,1,0,0
140923,471,1713,2,1,202.0,35162.0,0,6,45840859
847096,2884,428,0,3,2700.0,23118.1,1,0,0
760389,2594,2107,2,1,10912.0,52636.1,5,2,21398240
796097,2712,709,0,2,6604.0,32822.5,2,13,16008741
743073,2537,1738,2,1,13540.0,25663.3,5,11,70319515
489569,1671,1412,2,1,2507.0,28823.0,5,1,10778803
1150347,3935,2043,2,1,652.0,49868.0,3,13,3849626
2337467,7713,2011,1,4,2629.0,19955.4,1,0,0
539769,1835,1163,2,1,1431.0,52762.1,0,1,98761927
