trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1657548,5622,692,2,4,10800.0,83333.2,1,0,0
485624,1654,1491,2,4,14.6,21234.7,6,0,0
343745,1166,2016,0,2,18631.0,36128.4,1,4,41146189
1040661,3558,370,1,4,23751.0,22773.6,1,0,0
577533,1966,729,2,4,14.6,60987.2,6,0,0
3559881,894,1641,0,0,58.0,15674.2,7,0,0
3574113,1323,1550,0,0,176.9,45281.2,7,0,0
895111,3050,1357,2,4,14700.0,43951.2,1,0,0
3443117,1634,668,0,0,225.0,56172.9,7,0,0
390393,1328,1407,0,2,32498.0,70671.9,1,9,49388885
991653,3381,2133,2,4,5160.0,16280.0,1,0,0
764679,2612,1585,0,2,22595.0,22895.0,1,1,41621381
592337,2016,1955,2,1,741.0,26457.2,5,12,59047102
711694,2433,1953,2,4,1600.0,36874.6,1,0,0
3622387,2774,1703,0,0,68.1,17065.9,7,0,0
705538,2417,408,2,1,1319.0,19480.1,5,13,83809387
994067,3391,1776,2,1,813.0,69780.6,5,11,31342697
3577441,1429,849,0,0,82.3,18849.0,7,0,0
2397232,7907,1843,2,4,3900.0,49538.4,1,0,0
364697,1239,1098,2,4,2900.0,22643.6,1,0,0
84491,282,1984,2,1,7531.0,16755.6,5,4,6997305
3447348,1878,1580,0,0,279.1,106069.6,7,0,0
587201,1999,1225,2,1,2676.0,46599.3,5,3,51544994
1130492,3863,1112,2,4,10400.0,18567.3,1,0,0
3572519,1277,2068,0,0,86.8,17303.9,7,0,0
747069,2549,984,0,2,6345.0,40015.5,2,11,78077953
579183,1971,2104,2,1,6624.0,42271.9,5,4,27420634
3645583,3492,2006,0,0,231.1,43498.3,7,0,0
1247514,4266,1851,2,4,500.0,31664.8,1,0,0
885443,3017,1524,2,1,1173.0,14779.2,3,4,57924091
2777392,9192,1469,2,4,1600.0,39044.8,1,0,0
746656,2547,1713,2,1,5492.0,62197.1,5,6,21153784
771067,2632,950,0,3,14264.0,42088.5,1,0,0
223890,762,1988,2,1,3895.0,15313.4,5,4,26588875
942935,3216,1732,2,4,31500.0,42741.6,1,0,0
637308,2176,1343,2,1,1085.0,20688.4,5,6,62845337
657139,2245,941,2,4,14.6,44664.1,6,0,0
332611,1132,1485,2,4,3600.0,40857.9,1,0,0
1560365,5305,2110,2,1,5011.2,46923.5,8,7,81407129
971746,3310,1817,2,4,4000.0,13153.4,1,0,0
2075006,7033,1836,0,3,4101.0,4599.3,1,0,0
3600933,2140,849,0,0,107.2,26938.5,7,0,0
325745,1113,1830,2,1,3837.0,37564.7,5,2,6762576
432982,1471,1804,2,1,12.0,51001.8,0,13,17326855
347719,1179,758,2,4,880.0,15059.3,1,0,0
486499,1658,1469,2,4,690.0,25616.9,1,0,0
847603,2886,1005,2,4,900.0,22797.2,1,0,0
3649813,3623,1733,0,0,101.0,23111.3,7,0,0
716017,2452,1884,2,4,14.6,20632.0,6,0,0
1125066,3842,1798,2,4,500.0,29785.6,1,0,0
457323,1554,1440,2,1,6551.0,40822.0,5,8,93773585
241326,824,1655,2,4,1800.0,30019.6,1,0,0
334707,1137,2172,0,2,3182.0,21140.9,1,9,82249712
1549127,5270,792,2,4,17800.0,51610.3,1,0,0
3836,15,1234,2,4,12000.0,36452.0,1,0,0
3567132,1115,545,0,0,72.6,16978.2,7,0,0
848055,2888,1715,2,1,305.0,16608.4,5,2,40461963
1037094,3547,941,2,4,14.6,17453.8,6,0,0
3570342,1204,2190,0,0,341.4,82801.7,7,0,0
1108660,3786,1479,2,4,7200.0,50430.1,1,0,0
1485511,5063,1469,2,4,3000.0,30484.6,1,0,0
66544,221,1818,2,4,11600.0,38416.1,1,0,0
636773,2175,1046,1,4,14149.0,25959.0,1,0,0
251403,862,524,2,4,65100.0,39005.0,1,0,0
1007355,3440,1253,2,1,20.0,33070.3,3,7,47094911
441046,1499,554,0,3,5500.0,34289.9,1,0,0
3534855,129,2037,0,0,109.6,25485.4,7,0,0
355619,1205,801,0,2,5239.0,28555.3,2,4,26591027
587194,1999,1012,2,1,2676.0,52883.6,5,3,51544994
753086,2569,1343,2,1,1871.0,21807.3,0,5,14173150
434279,1476,978,0,2,6411.0,24751.8,2,4,63237541
1126301,3847,1047,2,4,5400.0,39380.5,1,0,0
1214510,4156,1769,0,3,45122.0,70706.3,1,0,0
3588920,1779,1764,0,0,354.8,81047.9,7,0,0
3440270,1032,1338,0,0,186.5,43425.0,7,0,0
2797942,9265,2017,2,4,3100.0,67494.8,1,0,0
604843,2059,1843,2,4,8000.0,29497.7,1,0,0
2307998,7614,1115,2,4,2700.0,50693.1,1,0,0
3622971,2798,1063,0,0,136.3,21921.7,7,0,0
11134,37,1985,2,1,2584.0,34475.4,0,8,23782724
493060,1681,2165,2,4,2500.0,36217.8,1,0,0
457190,1553,1810,2,4,3300.0,24030.0,1,0,0
497619,1695,1652,0,3,20900.0,66554.3,1,0,0
3664316,4413,423,0,0,69.5,31221.5,7,0,0
