trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
3440619,1077,1856,0,0,233.2,44631.3,7,0,0
469358,1598,2188,2,4,51200.0,53567.8,1,0,0
2984593,9883,735,2,4,5700.0,91864.9,1,0,0
1018745,3480,1722,2,4,4600.0,58420.7,1,0,0
1132449,3869,1670,2,4,16100.0,101512.6,1,0,0
494460,1686,1652,2,1,1532.0,43813.2,5,11,27540904
985665,3362,1800,2,1,7294.0,35124.1,5,11,25993234
3623147,2802,1491,0,0,140.6,30482.5,7,0,0
160357,538,734,2,1,2692.0,19130.7,5,8,5225766
3643884,3439,1368,0,0,157.1,36571.1,7,0,0
2520421,8316,1288,2,1,5616.2,29146.7,8,10,47769522
1116459,3813,2098,2,4,14.6,32477.4,6,0,0
163282,545,888,2,4,15900.0,32385.1,1,0,0
413500,1405,1477,2,4,480.0,25854.3,1,0,0
582229,1980,1230,2,4,2900.0,25377.8,1,0,0
537000,1828,1135,2,1,4036.0,66751.2,5,3,60668200
810333,2762,132,2,1,6892.0,74961.0,5,11,85078340
1107526,3783,1105,0,3,8875.0,31396.6,1,0,0
833689,2838,252,2,4,7400.0,36895.0,1,0,0
2922149,9677,1580,2,4,14.6,16346.6,6,0,0
1910864,6473,1854,0,3,24770.0,81325.6,1,0,0
1097055,3748,1246,2,4,14.6,18122.5,6,0,0
1019943,3483,340,0,2,3260.0,6820.0,1,5,84752761
3438807,699,1063,0,0,131.5,36537.4,7,0,0
3088167,10243,1819,0,3,5423.0,57676.3,1,0,0
974133,3319,467,2,1,2154.0,29291.6,0,11,77133154
3137175,10411,1611,2,4,100.0,101378.4,6,0,0
126337,425,1100,2,4,2280.0,18355.0,1,0,0
2305296,7607,1679,2,1,6020.0,35090.1,5,6,40659213
1182680,4052,1973,2,4,8100.0,47712.7,1,0,0
1246463,4264,523,0,3,32250.0,73686.9,1,0,0
683831,2334,1345,2,1,10707.0,33558.9,5,10,92322378
3596931,2005,1794,0,0,122.0,26738.6,7,0,0
2915600,9656,1487,2,4,14700.0,57837.8,1,0,0
274370,940,1185,2,4,14.6,41994.1,6,0,0
467178,1590,2014,2,1,551.0,43033.8,3,10,99553811
125230,422,1350,0,2,25207.0,65250.0,1,8,68884998
3622086,2766,2159,0,0,278.4,65547.6,7,0,0
578630,1970,894,0,3,33658.5,60347.7,1,0,0
294380,1005,1523,2,4,17300.0,81766.3,1,0,0
395966,1346,1650,0,2,3101.0,3501.0,1,7,3592759
1018662,3480,1778,0,3,13622.0,60731.9,1,0,0
1036931,3547,711,2,1,2684.0,17889.9,5,1,35709709
1603014,5442,110,2,4,37500.0,59159.4,1,0,0
