trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
75324,249,1945,2,4,14.6,17844.7,6,0,0
557770,1897,1945,2,4,100.0,53421.5,6,0,0
1105080,3775,1017,2,4,1700.0,20542.4,1,0,0
307990,1050,659,2,4,10200.0,28427.2,1,0,0
1120139,3826,2113,2,4,900.0,51135.4,1,0,0
738077,2521,1825,2,4,14.6,75229.6,6,0,0
3511061,9422,1945,0,0,180.7,52212.7,7,0,0
292154,1000,859,2,1,3179.0,44099.3,5,13,78449135
593471,2020,1550,2,4,14.6,32342.6,6,0,0
798079,2719,1483,2,4,1120.0,17732.7,1,0,0
564370,1920,1672,2,4,14.6,36262.2,6,0,0
1298766,4434,1199,2,1,4495.0,91087.1,5,8,390536
3460663,1977,1580,0,0,97.2,21629.2,7,0,0
943640,3219,1594,0,3,20266.0,59379.9,1,0,0
891131,3037,1770,2,4,1000.0,17710.0,1,0,0
943326,3218,2016,2,1,1449.0,17542.6,5,1,79115420
383243,1302,466,0,2,6090.0,31250.0,2,11,14724636
694095,2374,1254,0,2,3497.0,19055.4,1,10,53674542
496668,1693,2140,2,1,11276.0,23861.5,5,1,38757246
584412,1989,1831,2,4,2550.0,25621.6,1,0,0
1613987,5481,614,0,2,36430.0,58754.7,1,10,47793597
702158,2404,1842,2,4,1680.0,34541.9,1,0,0
248332,854,1802,0,3,15608.0,30487.3,1,0,0
3571535,1246,1550,0,0,81.0,20727.4,7,0,0
1022260,3489,1287,2,1,3373.0,36633.6,5,13,33276313
3471023,4519,1884,0,0,141.3,46959.8,7,0,0
819202,2789,1959,2,1,229.0,42709.5,0,13,53360038
296938,1012,1307,2,4,14.6,38811.0,6,0,0
749356,2555,890,0,3,28533.0,70522.1,1,0,0
2477344,8173,793,1,4,18913.0,48497.4,1,0,0
3605856,2293,1884,0,0,79.0,21415.5,7,0,0
3431231,11382,1764,2,4,14.6,35971.6,6,0,0
1024348,3497,1443,2,1,118.0,62527.5,3,6,42836803
456989,1552,1836,2,4,23000.0,47122.8,1,0,0
3446585,1416,1307,0,0,379.3,67422.8,7,0,0
733893,2508,303,2,4,3040.0,18295.4,1,0,0
960095,3270,1653,2,1,7806.0,54854.0,5,10,24160874
464899,1582,1800,0,2,5973.0,35249.1,2,9,63470822
47415,159,2068,2,4,14.6,44748.3,6,0,0
58101,194,1852,2,4,660.0,23119.7,1,0,0
163801,548,584,0,2,6444.0,19580.9,2,11,54714143
725103,2482,1897,2,1,127.0,48058.1,0,6,67559063
541857,1843,954,2,1,6994.0,34410.8,5,9,62958741
154568,518,1408,2,1,1338.0,29722.9,5,4,39075994
519467,1773,1825,2,4,14.6,16759.4,6,0,0
271589,930,1260,2,1,9356.0,51318.6,5,5,14144766
225469,767,1264,2,4,10300.0,37486.0,1,0,0
543048,1847,1429,2,4,14.6,30009.9,6,0,0
673930,2302,2068,2,4,14.6,18917.2,6,0,0
96012,327,1849,2,4,1500.0,51681.7,1,0,0
3666605,4715,1764,0,0,180.8,28025.1,7,0,0
492035,1678,1995,2,4,4000.0,51338.9,1,0,0
707357,2423,1194,2,1,1494.0,12469.9,5,6,35182595
