trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1368.0,2,4,9387.2530455155,33983.41834175757,1,0,0.0
1641.0,2,4,900.0,33396.175016491994,1,0,0.0
1733.0,0,0,110.85184114356831,22766.411109061923,7,0,0.0
1764.0,0,0,70.85580258676013,18729.56832537099,7,0,0.0
1590.6551930244264,2,4,3441.0996090526382,33937.36633534838,1,0,0.0
2075.741119699692,0,0,178.14057765365865,32336.72878990725,7,0,0.0
2074.0608628118666,2,1,2554.7772422743788,15819.124402887222,5,3,36953297.64477275
1591.7744108258582,2,4,900.0,33891.5331156125,1,0,0.0
1067.2675653219278,2,4,1100.0,20325.823427757423,1,0,0.0
1578.2164081992703,2,4,14.600000381469727,23406.43934271507,6,0,0.0
1504.9422738109777,2,4,4312.740677077516,38542.57183275389,1,0,0.0
426.2130598016389,0,3,28256.346998312096,73736.70077026397,1,0,0.0
1087.156014252006,2,1,3511.0272783216683,15227.491340498893,5,3,8909948.97400543
1345.380282539513,0,2,6376.611263210685,7221.49179403997,2,7,66838682.793230936
1861.8120499769468,0,0,138.95440486210978,34482.222656541715,7,0,0.0
998.2668914682699,2,4,9671.179165367907,35251.3368197303,1,0,0.0
2136.0893758668326,2,4,12247.5227893925,54325.4949206411,1,0,0.0
1692.6336344908723,2,4,7607.444213410946,70235.6854648597,1,0,0.0
373.4606944877336,2,4,24436.91888954824,87145.51427441508,1,0,0.0
1125.0,2,4,3489.1958147903247,42818.08153017338,1,0,0.0
612.405290454334,0,2,4796.990122970127,23055.865821349773,2,8,98569581.58478206
1367.2325537960694,2,1,380.7268824959545,31281.256624356763,0,13,90498337.22860518
1678.8110182259916,0,3,24695.582507848063,108166.27364918776,1,0,0.0
330.7654633710256,2,4,4549.960084383288,23042.712744354358,1,0,0.0
1042.937133019878,2,1,500.0,13508.589059048794,1,11,61636930.48639706
1739.92358544843,0,2,43668.04596038453,43631.65491503174,1,10,89566890.42922363
670.5603914289427,0,3,2270.96327801732,27796.314563822612,1,0,0.0
1099.3675721951377,0,3,7884.956416222412,22826.629143574162,1,0,0.0
1600.1784890043239,2,4,10792.976405034076,47192.76551059751,1,0,0.0
389.6419087452318,2,1,3525.27112068305,55215.31798848836,5,6,69934589.77430145
2074.719105319759,2,1,5574.770776653113,69254.72319573794,5,4,19257240.802295875
1760.4340830256012,2,1,3101.544043593994,32510.001505058663,8,2,62380845.84305195
1441.614022812826,0,3,8046.740854882542,25543.5412900096,1,0,0.0
760.0,0,2,5614.858337955987,19984.735548641715,2,3,8086271.13593086
1953.1440257210133,0,0,196.35787710107914,30965.959874817505,7,0,0.0
2163.0773360990265,2,4,2909.3892515752755,28727.43222492513,1,0,0.0
1825.7741062004816,2,4,1022.6439242143948,54253.33112114278,1,0,0.0
670.6237326000526,0,0,75.11061704942576,29936.25558474454,7,0,0.0
1574.9987564285684,0,0,46.47461068971236,9438.376234118998,7,0,0.0
1824.433021326509,2,4,14.600000381469727,13148.431666391823,6,0,0.0
1825.4421937562759,2,4,11018.65124022774,26668.007749597436,1,0,0.0
1866.7636136268352,2,4,14.600000381469727,15770.214159965873,6,0,0.0
1044.2513450570757,2,4,2193.2283446909987,30212.936245566954,1,0,0.0
1276.0,0,0,100.0,17139.346340570348,7,0,0.0
485.1126490122391,0,2,6213.467354336269,30388.513349532266,2,7,59624151.20356487
698.0,2,1,2206.8277213387996,20105.28585641304,1,6,70159335.99249029
2006.0,2,4,24214.473278497873,69355.92882998634,1,0,0.0
1761.402509052996,2,4,14.600000381469727,69160.19833723301,6,0,0.0
1831.1116437222038,2,4,1921.17460934109,24751.748975695788,1,0,0.0
457.84151694886214,2,1,2358.096394513658,24171.00053273833,5,8,29847608.121848706
972.6438171302336,0,3,1848.0839795409233,28819.180946328896,1,0,0.0
1460.634477334426,0,3,1600.0,29824.963204747502,1,0,0.0
1600.1104259975443,0,2,5607.335005070028,27695.811745983607,2,11,33651193.832093984
1242.5933880958507,0,2,5271.960229829178,11739.852094122647,2,1,20439209.48021405
1043.575553482585,2,1,652.3680495289196,39684.99948115452,0,4,87912063.53737727
1868.2231489338528,0,2,3188.6412309989646,26248.292118883233,1,6,40606106.800362766
612.5395966724185,0,3,6952.753155400842,36619.59905298918,1,0,0.0
