trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
989388,3372,570,2,4,17900.0,37859.0,1,0,0
906732,3090,1985,2,1,640.0,18088.1,3,1,18386042
1089160,3721,2018,2,1,132.0,15087.2,0,1,86966162
921632,3141,1309,2,4,9000.0,30195.5,1,0,0
3607961,2358,2068,0,0,102.2,26200.4,7,0,0
83684,280,772,0,3,12043.0,22180.4,1,0,0
71233,237,2128,2,4,3700.0,12678.0,1,0,0
333910,1135,1106,2,4,1520.0,21858.9,1,0,0
3331763,11065,637,2,4,14.6,36253.9,6,0,0
1754491,5952,1229,2,1,3684.0,82063.3,3,13,2707452
825164,2811,1126,0,3,900.0,27106.8,1,0,0
999917,3413,283,2,4,3700.0,27578.9,1,0,0
286223,982,186,2,1,188.0,19831.6,0,1,29559022
566885,1930,824,2,4,1280.0,19553.5,1,0,0
728693,2491,1528,2,1,3232.0,20012.7,0,8,47771161
265597,907,788,2,4,14.6,27996.8,6,0,0
670577,2289,1839,2,4,600.0,34809.9,1,0,0
130477,437,1307,2,4,14.6,77108.3,6,0,0
2571799,8489,1519,2,4,14.6,33882.5,6,0,0
2102931,7123,646,2,4,6900.0,48896.5,1,0,0
1596270,5422,1079,2,4,31100.0,50520.4,1,0,0
1040001,3556,1801,0,2,26224.0,63026.7,1,11,47784644
94300,321,948,0,2,5163.0,27736.6,2,6,47449284
362077,1231,1343,2,1,3485.0,36683.6,5,4,5624753
159857,535,1378,2,4,8100.0,24792.6,1,0,0
3581431,1552,698,0,0,232.7,45677.1,7,0,0
62806,208,1505,2,1,4148.0,37266.7,5,1,9118587
60341,201,1637,2,4,800.0,29436.2,1,0,0
151061,504,1359,2,4,1050.0,26273.0,1,0,0
249494,856,1247,2,4,9200.0,32939.6,1,0,0
3123731,10365,2013,2,1,1773.0,31891.1,0,13,81018465
153650,515,1777,0,2,4126.0,19311.1,2,9,25254559
251039,861,2113,2,4,3500.0,32902.5,1,0,0
2043582,6927,1988,0,3,6615.0,13667.0,1,0,0
118193,396,1596,2,4,16500.0,36252.2,1,0,0
281173,964,1810,0,3,500.0,49250.4,1,0,0
98912,338,1848,2,4,420.0,17307.9,1,0,0
622193,2122,1768,2,4,53200.0,94007.2,1,0,0
752975,2569,1619,0,2,6772.0,26792.2,2,2,39914208
577157,1965,998,0,3,6600.0,18622.2,1,0,0
56069,187,1874,2,4,1360.0,18428.7,1,0,0
3639177,3283,515,0,0,138.3,32979.4,7,0,0
1159773,3971,2142,2,1,402.0,44309.6,0,7,55104500
375444,1277,1125,2,4,14.6,23179.0,6,0,0
1115416,3809,2170,2,1,1965.0,54679.8,5,12,10469216
3285384,10915,1506,0,3,600.0,600.0,1,0,0
425628,1445,2160,2,4,6300.0,12915.3,1,0,0
3043877,10093,829,2,1,331.0,49554.9,0,12,57294940
589162,2005,1897,2,1,209.0,29615.9,3,4,61473250
3452238,5483,972,0,0,184.2,46405.5,7,0,0
90633,306,484,2,4,14.6,26230.0,6,0,0
625534,2136,1765,0,3,8800.0,19253.8,1,0,0
19319,65,1817,2,4,16600.0,42059.4,1,0,0
860954,2932,1764,2,4,14.6,42226.4,6,0,0
1124783,3841,2167,0,2,4547.0,37216.3,2,3,73988407
1127255,3850,736,2,4,3120.0,35618.5,1,0,0
2364153,7795,2024,2,4,3400.0,50209.8,1,0,0
425273,1444,1945,2,4,14.6,37757.6,6,0,0
1150532,3935,1680,2,4,9900.0,36607.7,1,0,0
3591709,1851,2006,0,0,209.4,50482.1,7,0,0
112994,381,184,0,3,1000.0,1000.0,1,0,0
2459842,8114,1254,2,4,1800.0,52616.8,1,0,0
1082094,3695,1762,2,4,1700.0,23441.5,1,0,0
3552396,659,1703,0,0,153.6,38982.8,7,0,0
1117902,3819,2012,2,1,7102.0,13528.3,5,2,89256637
1158234,3965,1713,2,4,3700.0,43729.4,1,0,0
1176940,4035,1445,2,4,3900.0,46617.2,1,0,0
908283,3094,788,2,4,14.6,37720.8,6,0,0
1053382,3603,2050,0,3,100.0,34057.8,1,0,0
1166206,3997,495,0,3,8018.0,39830.6,1,0,0
903168,3077,1927,2,4,2880.0,37855.9,1,0,0
3616509,2602,2190,0,0,228.0,56038.6,7,0,0
431387,1465,1578,0,3,2700.0,15983.8,1,0,0
1115165,3808,698,2,4,14.6,45732.7,6,0,0
1067889,3649,1137,2,1,6468.0,31393.3,5,12,57693803
3544069,409,1307,0,0,60.2,21375.2,7,0,0
657745,2247,1588,2,1,659.0,21433.0,3,12,68231224
944837,3222,1594,2,1,674.0,23461.8,5,11,18331057
569199,1937,607,2,4,14.6,19376.3,6,0,0
3607502,2345,395,0,0,155.5,42269.8,7,0,0
829417,2824,1592,2,1,841.0,68257.2,8,13,96265625
680658,2323,1591,0,3,22389.0,71173.6,1,0,0
50760,170,1617,2,4,13800.0,29086.0,1,0,0
1144685,3915,698,2,4,14.6,36519.2,6,0,0
1302520,4448,1112,2,4,7800.0,91892.4,1,0,0
3648131,3576,1002,0,0,84.1,20719.1,7,0,0
861332,2933,1101,2,1,5907.0,19866.6,5,7,29096329
213935,726,1191,0,3,5546.0,25629.5,1,0,0
1006130,3435,387,2,4,880.0,16731.5,1,0,0
3605934,2297,1733,0,0,76.1,18266.8,7,0,0
798761,2723,2020,0,3,8319.0,23700.3,1,0,0
240029,819,1591,0,3,19241.0,55864.7,1,0,0
810696,2762,738,0,3,4100.0,25691.8,1,0,0
887071,3025,1959,0,2,6367.0,31033.7,2,6,17525285
3555457,757,1611,0,0,246.1,61053.2,7,0,0
540445,1837,1479,2,4,2400.0,67914.3,1,0,0
10941,36,1111,2,4,15200.0,38602.8,1,0,0
496123,1691,2134,2,1,1214.0,20944.5,0,9,60282856
3561727,943,1307,0,0,67.9,16788.7,7,0,0
3643112,3413,515,0,0,123.7,30177.5,7,0,0
1324,5,1945,2,4,14.6,26397.2,6,0,0
2984305,9883,555,2,1,713.0,51443.3,5,2,27317208
726476,2485,2007,2,4,3440.0,17107.8,1,0,0
350366,1190,1375,0,3,12374.0,12874.0,1,0,0
631016,2154,759,2,4,540.0,16005.0,1,0,0
175643,592,1925,2,1,460.0,12894.9,0,7,17637676
3499096,8327,1825,0,0,78.6,31236.4,7,0,0
474580,1617,1802,2,1,1536.0,12961.8,5,1,40236705
3675848,6353,760,0,0,210.3,37856.2,7,0,0
2579549,8519,511,2,4,10200.0,38520.1,1,0,0
1024294,3497,1624,2,1,5650.0,60864.4,0,6,58310377
483127,1644,744,2,4,1680.0,40579.5,1,0,0
508811,1741,1832,0,2,4785.0,25878.3,2,6,25180655
3652140,3687,1246,0,0,160.0,40078.1,7,0,0
182010,618,1678,2,1,3035.0,72105.6,0,12,93719195
3623709,2821,2068,0,0,77.3,19618.9,7,0,0
2108067,7136,1841,0,3,38764.0,133974.4,1,0,0
1021259,3487,2018,2,1,324.0,60248.4,5,5,68540710
421898,1431,1407,2,4,7900.0,27931.7,1,0,0
632229,2159,2108,2,1,1118.0,63717.9,5,2,89892041
821769,2799,1471,2,1,1043.0,21254.9,5,4,12735343
215228,730,2155,2,4,30700.0,89277.0,1,0,0
937666,3199,2139,2,1,2164.0,66746.7,0,12,75887262
643074,2196,1851,2,4,1200.0,23319.2,1,0,0
372030,1267,1856,2,4,14.6,26425.7,6,0,0
3623881,2825,1580,0,0,212.2,51460.7,7,0,0
996908,3402,1374,0,3,2900.0,51431.6,1,0,0
1165589,3994,1727,2,4,11100.0,30809.7,1,0,0
332902,1133,463,0,2,4498.0,22544.3,2,2,86693453
250116,859,2016,0,3,11120.0,30298.3,1,0,0
973863,3318,1958,2,1,511.0,12801.2,1,4,73162799
3585778,1681,2006,0,0,199.4,53705.9,7,0,0
265206,905,1611,2,4,14.6,17565.3,6,0,0
22241,73,1895,0,3,19111.0,64619.1,1,0,0
630965,2154,1864,2,1,2126.0,11312.3,1,1,22301203
466151,1586,2061,2,4,8400.0,44561.0,1,0,0
3466093,3510,1368,0,0,183.1,48590.9,7,0,0
