trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
964797,3287,1736,2,4,13700.0,32947.2,1,0,0
1132609,3870,1764,2,4,14.6,19165.6,6,0,0
3597199,2011,2068,0,0,84.7,19683.7,7,0,0
194434,658,2006,2,4,14.6,21993.0,6,0,0
604486,2058,1653,0,3,4053.0,27933.6,1,0,0
835232,2842,1774,0,2,3225.0,18691.6,1,2,89962917
1091114,3730,621,0,2,5152.0,5952.0,2,3,30733752
555437,1891,1958,2,1,2039.0,79938.2,5,8,32430213
576078,1962,1862,2,1,770.0,22076.7,5,7,10131866
362628,1233,2063,2,4,1110.0,13332.2,1,0,0
3546739,485,1733,0,0,155.2,72219.0,7,0,0
29140,96,983,0,2,44221.0,86554.3,1,4,68241083
608043,2069,1889,2,1,118.0,51599.2,0,13,80550372
494670,1686,1246,2,4,14.6,38485.2,6,0,0
1453672,4948,2106,2,4,9000.0,52126.4,1,0,0
805039,2742,1764,2,4,14.6,48175.0,6,0,0
243281,834,1838,2,4,2730.0,15146.5,1,0,0
410314,1397,412,2,4,5640.0,20876.6,1,0,0
573771,1952,1154,2,4,14.6,18451.6,6,0,0
32177,103,1884,2,4,6600.0,51465.4,1,0,0
1493425,5092,1480,2,4,210.0,6354.8,1,0,0
3456441,9199,2190,0,0,68.9,8331.6,7,0,0
2454835,8094,2170,2,4,23100.0,91647.9,1,0,0
3645709,3497,729,0,0,238.5,45219.3,7,0,0
983211,3354,849,2,4,14.6,29074.4,6,0,0
3584049,1632,1307,0,0,322.2,98668.6,7,0,0
1064182,3636,1897,2,1,1731.0,56233.1,0,5,68396133
797527,2716,2002,2,4,4400.0,15033.4,1,0,0
3590525,1822,2159,0,0,154.3,39163.6,7,0,0
74426,245,1608,2,4,46300.0,88792.8,1,0,0
3602614,2192,1399,0,0,142.6,30650.9,7,0,0
320261,1094,1524,2,1,1408.0,21352.9,5,11,80894112
511426,1750,524,2,1,5517.0,38396.2,0,8,16547310
648485,2216,1966,2,4,13600.0,37741.7,1,0,0
503258,1716,1438,0,3,22092.0,45409.3,1,0,0
490083,1672,2123,2,4,12000.0,31575.3,1,0,0
96025,327,741,2,4,4600.0,36573.9,1,0,0
336914,1144,1429,2,4,14.6,18563.0,6,0,0
527663,1801,1927,2,1,4167.0,32592.3,5,9,49547737
880839,3001,774,0,3,1000.0,27672.8,1,0,0
2820464,9337,1255,2,4,5100.0,19377.3,1,0,0
408958,1392,777,2,4,14500.0,42756.6,1,0,0
48742,163,893,2,1,3116.0,21892.2,5,11,86180990
3537766,220,364,0,0,97.6,24192.9,7,0,0
933101,3183,1136,0,2,6877.0,25517.9,2,12,11260474
3453121,6051,545,0,0,89.5,23090.8,7,0,0
1787141,6061,1977,2,4,9800.0,39680.8,1,0,0
