trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
133173,446,620,2,1,6941.0,47005.0,5,3,81248056
1091134,3730,1229,0,2,5152.0,33220.4,2,3,30733752
3521302,10439,637,0,0,218.3,46625.2,7,0,0
3542034,346,545,0,0,103.8,22113.8,7,0,0
923202,3146,698,2,4,14.6,24061.1,6,0,0
727711,2488,359,2,4,720.0,15328.1,1,0,0
16488,56,2166,0,3,21890.0,78756.8,1,0,0
3535414,153,545,0,0,156.2,37350.8,7,0,0
694848,2376,2013,2,4,17500.0,34121.4,1,0,0
209915,712,1794,2,4,14.6,70642.7,6,0,0
3615014,2554,1338,0,0,280.7,68082.8,7,0,0
2293185,7565,1531,0,2,19187.0,40394.1,1,6,30012899
266083,909,1959,0,2,2925.0,15831.7,1,1,71872031
3039790,10079,395,2,4,14.6,77295.6,6,0,0
131896,442,1909,2,4,9200.0,12495.5,1,0,0
1971340,6678,1215,2,4,14.6,82491.1,6,0,0
743439,2538,1611,2,4,14.6,23871.9,6,0,0
3550659,612,1794,0,0,59.2,14517.6,7,0,0
374359,1274,1746,0,3,14000.0,19038.0,1,0,0
3572298,1271,2037,0,0,76.8,17042.6,7,0,0
563110,1916,1924,2,1,4269.0,32226.0,5,9,71571534
2592519,8564,494,2,4,11500.0,33099.9,1,0,0
3463021,2665,1033,0,0,128.6,30807.0,7,0,0
971282,3309,1834,2,4,2600.0,33729.6,1,0,0
261332,895,1593,0,2,2966.0,17934.9,1,2,28032946
303081,1031,1980,2,4,13600.0,39181.2,1,0,0
620169,2118,1653,0,3,21848.0,55603.0,1,0,0
1701589,5767,1876,2,4,4600.0,16294.2,1,0,0
473580,1612,1461,2,4,2700.0,39609.4,1,0,0
216113,734,1711,2,1,2228.0,19026.6,1,13,88755988
879816,2996,1641,2,4,14.6,35003.7,6,0,0
387628,1317,1471,2,4,1360.0,29420.7,1,0,0
1453475,4948,1646,0,3,22399.0,81032.1,1,0,0
59410,198,2111,0,2,4299.0,20263.4,2,4,16352892
267418,915,2080,2,1,6449.0,67777.5,8,7,88686042
2895495,9591,475,0,3,16903.0,87781.7,1,0,0
940826,3212,1260,0,2,3484.0,36232.2,1,3,81040405
348193,1180,1578,2,4,17800.0,44920.8,1,0,0
3462183,2430,1033,0,0,159.0,39060.8,7,0,0
76958,256,923,0,3,18960.0,44473.8,1,0,0
2627988,8688,1653,2,1,5665.0,42282.4,8,12,81943165
1008194,3442,1464,2,4,810.0,14930.2,1,0,0
3660338,3936,1185,0,0,124.4,32786.4,7,0,0
249026,855,1444,2,4,3040.0,40451.8,1,0,0
804020,2739,1292,2,4,2900.0,12786.6,1,0,0
373921,1273,1252,2,1,3863.0,68219.7,5,5,25406718
202051,686,1744,2,1,983.0,17490.6,3,1,65920859
18491,62,827,2,1,2273.0,28542.8,5,3,80010622
2572370,8492,1468,2,1,4403.0,34220.2,5,10,72004610
3655333,3779,1460,0,0,225.9,47282.1,7,0,0
1088048,3717,1399,2,4,14.6,22607.9,6,0,0
483866,1646,1962,2,4,10500.0,49934.2,1,0,0
3613959,2526,2037,0,0,82.2,18671.1,7,0,0
234248,798,1409,2,1,2182.0,24965.6,5,2,6413495
1879488,6363,831,2,1,1459.0,51639.5,8,11,2478039
1117178,3817,1460,2,4,4800.0,26804.5,1,0,0
1555741,5290,2098,2,4,14.6,2930.4,6,0,0
2102813,7123,1404,2,1,14581.0,47890.9,5,6,42013669
60047,200,668,2,4,4700.0,30640.9,1,0,0
