trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1256.7491791129594,2,4,4058.850489682535,45488.74063695844,1,0,0.0
2074.135903433348,0,0,239.992424898208,56467.377538233704,7,0,0.0
1733.0,2,1,1208.1285448119652,45534.23596923497,0,4,96618725.90135907
847.0385281372811,2,4,2157.2418835289304,27798.570582806282,1,0,0.0
644.7507021278718,2,4,1200.0,25542.914005142116,1,0,0.0
2159.0,2,4,14.600000381469727,44754.83646436263,6,0,0.0
1926.960733089793,2,4,4725.982149733929,23353.379384291475,1,0,0.0
1040.4130382444675,0,0,69.32207822345684,18845.088727575516,7,0,0.0
1944.4593237174886,2,4,14.600000381469727,15650.608416594609,6,0,0.0
1435.408498655215,2,1,143.50921722402325,97072.77551409883,3,6,92172410.71721485
1682.5836286912684,2,1,423.1235247366192,64485.84650735336,0,8,70567677.43277812
544.2121563808132,0,0,310.69071655481184,72036.62503654175,7,0,0.0
2006.0,0,0,136.35394297409334,13182.942151300611,7,0,0.0
2129.0,0,3,23657.905217643398,77549.23073921292,1,0,0.0
1635.2034628018098,0,0,364.84069492446906,79790.29926211659,7,0,0.0
737.3377108065995,0,0,191.66628912672434,40863.11274407472,7,0,0.0
1141.032114185246,2,5,3800.574216063186,35126.22829726345,1,0,0.0
576.0,0,2,4698.617228943117,23661.86805690214,2,13,11560740.38101917
1580.0,0,0,71.91073721607145,17696.06573176044,7,0,0.0
1840.4214070704215,2,1,800.0,39507.40524003375,0,5,79653685.81959836
636.0537464638369,2,4,820.784504465351,23795.16735415412,1,0,0.0
1399.0,2,1,710.8103062462662,18380.444318339978,5,10,56522786.111315325
217.7067401424979,2,1,800.0,50133.1671740118,5,9,7525807.874913527
1498.730201690443,2,4,14.600000381469727,15142.946554354116,6,0,0.0
849.0,2,4,8135.7262590545115,48747.583642685655,1,0,0.0
1626.5448297358066,0,3,15557.77163451591,42364.197361655795,1,0,0.0
2012.7314313777497,2,4,4870.832775882154,23258.667063438297,1,0,0.0
1901.019673075075,2,1,869.2166744233625,68109.84594712332,0,2,23484481.654344887
651.8624140400229,0,3,1839.927785254734,21665.139140709423,1,0,0.0
251.43622111518283,2,4,26302.78145786587,54061.31598268589,1,0,0.0
1810.2844921506294,0,0,199.58566738216027,73892.9113701905,7,0,0.0
613.7096753438096,2,4,13314.676077780754,34217.45748843139,1,0,0.0
1536.1134484196575,2,4,2.50516846196113,2342.867658965532,3,0,0.0
1220.2163044811723,0,0,140.6984249867986,33421.38362826213,7,0,0.0
910.0,0,0,74.60207036180421,17889.764235809576,7,0,0.0
608.7011242599698,2,4,14.600000381469727,49299.278142678006,6,0,0.0
1830.2448060157915,0,0,139.6212905665232,30905.20575852793,7,0,0.0
1215.0,2,4,100.0,18642.585969542266,6,0,0.0
1591.5157694626912,0,3,15849.570935638401,61675.15030733749,1,0,0.0
2168.2825705388987,2,1,269.64927111875903,27751.257172908685,5,3,81847902.7712079
1718.0789751332668,0,0,128.95532395728264,33544.70362175125,7,0,0.0
1915.0,1,4,17953.487438527023,41066.19329467705,1,0,0.0
1945.0,0,3,15531.263163585165,44354.44346632764,1,0,0.0
1155.2844178253256,2,1,7208.320236024782,26484.176923184834,5,1,75016472.27241826
1652.1962242366733,0,2,4228.454414563161,18206.876770555293,2,8,31862191.219241284
