trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
3552206,655,576,0,0,208.8,41904.6,7,0,0
280734,961,1871,2,4,15400.0,30114.4,1,0,0
966655,3294,2044,2,1,6369.0,45050.9,5,9,51399004
268683,920,2093,2,4,200.0,17139.6,1,0,0
746704,2547,1837,2,4,1680.0,92255.8,1,0,0
3615639,2574,2190,0,0,460.0,108722.9,7,0,0
140611,470,1286,2,4,4500.0,24005.0,1,0,0
24877,82,1764,2,4,14.6,60009.7,6,0,0
661832,2259,950,2,1,2520.0,15695.5,5,2,94851266
883203,3008,327,2,4,3520.0,25213.3,1,0,0
3490743,7618,1550,0,0,111.0,38186.6,7,0,0
780326,2660,1579,2,4,14600.0,36864.2,1,0,0
511658,1750,655,2,4,14300.0,44683.5,1,0,0
662899,2263,1466,2,1,7927.0,46238.2,5,1,68324535
3581816,1565,1641,0,0,211.0,52188.5,7,0,0
1113057,3802,1654,0,2,4914.0,19457.7,2,6,80688887
2777470,9192,982,2,4,11700.0,38864.7,1,0,0
1110355,3791,1557,2,1,1033.0,62252.6,3,7,4485118
244052,837,698,2,4,14.6,30198.4,6,0,0
1208820,4134,1884,2,4,14.6,17484.6,6,0,0
1069878,3654,763,2,4,800.0,33901.3,1,0,0
910294,3101,1833,2,1,1938.0,18152.1,1,3,52626574
3440913,1138,1703,0,0,101.3,21403.3,7,0,0
653601,2235,1743,2,1,3730.0,26358.8,5,2,65763521
3445960,803,1672,0,0,117.1,37452.9,7,0,0
320122,1093,1733,2,4,14.6,51793.9,6,0,0
535701,1824,831,2,4,12900.0,35090.8,1,0,0
3539649,275,1368,0,0,80.0,19631.9,7,0,0
1006370,3436,1804,0,2,3365.0,31954.0,1,6,89698391
88996,300,403,0,2,6892.0,24788.0,2,13,41047549
3284118,10911,2107,0,2,21882.0,53987.6,1,1,26012027
3523325,10670,1063,0,0,248.4,77531.0,7,0,0
45732,153,917,0,2,13730.0,34248.1,1,9,82911830
275354,943,1435,0,2,3217.0,24542.9,1,8,70103525
765016,2613,1352,2,1,2154.0,29796.9,0,4,49477297
183740,624,1884,2,4,14.6,56096.3,6,0,0
853129,2907,1835,2,4,960.0,26896.8,1,0,0
463477,1577,1741,2,1,1282.0,23308.7,5,6,69888543
804301,2740,1542,2,4,18300.0,21286.5,1,0,0
295997,1010,1380,2,4,2300.0,53180.6,0,0,0
3612816,2498,1215,0,0,67.2,25541.6,7,0,0
1208805,4134,1429,2,4,14.6,26107.7,6,0,0
3442300,1387,1491,0,0,2.2,1102.2,7,0,0
545453,1855,1605,2,4,1200.0,27103.9,1,0,0
2308107,7614,1518,2,4,18500.0,43666.2,1,0,0
1298859,4434,1465,2,4,2700.0,77117.8,1,0,0
583879,1987,1481,2,4,1080.0,42440.0,1,0,0
569686,1938,1860,2,4,800.0,26165.5,1,0,0
1302644,4448,662,0,3,200.0,37952.6,1,0,0
461193,1568,1108,0,3,13931.0,48944.9,1,0,0
2730931,9034,841,2,4,8700.0,24471.7,1,0,0
1112770,3800,1770,2,4,5160.0,19101.3,1,0,0
2539574,8381,1805,2,1,740.0,31599.5,5,1,88732933
3596690,1999,1215,0,0,147.9,29339.9,7,0,0
1183414,4055,503,2,4,19500.0,41444.3,1,0,0
696692,2382,707,2,4,600.0,28104.3,1,0,0
302483,1030,1835,2,1,664.0,35501.0,5,5,30616259
211527,718,1531,2,1,6041.0,19467.7,3,7,10620361
3531748,39,1550,0,0,100.4,22929.0,7,0,0
578498,1969,516,2,4,2200.0,28124.0,1,0,0
538606,1831,1583,2,4,5600.0,26162.9,1,0,0
396730,1350,1462,0,3,29531.0,75644.1,1,0,0
3514643,9750,2006,0,0,190.3,36704.2,7,0,0
384183,1305,2129,2,4,14.6,105528.0,6,0,0
415817,1412,613,2,1,936.0,32717.6,5,8,20603227
424667,1442,551,2,1,5950.0,46311.9,5,9,70648139
244644,839,1406,2,4,17400.0,52306.3,1,0,0
258938,886,1915,2,4,14.6,85921.1,6,0,0
3648490,3585,1856,0,0,118.4,23110.7,7,0,0
587157,1999,2074,0,3,23728.0,73097.6,1,0,0
777034,2649,1564,2,1,655.0,55390.7,0,1,33442980
730047,2496,1684,0,3,7473.0,24059.0,1,0,0
3606214,2307,1276,0,0,64.8,14905.7,7,0,0
855072,2913,661,2,4,400.0,16558.8,1,0,0
1078309,3683,758,2,4,2240.0,28098.8,1,0,0
