trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
966.0271632944766,2,1,2507.1988969047857,19904.844801833216,0,4,97850523.71349576
1957.8445596591062,2,4,14.600000381469727,45995.31420207535,6,0,0.0
2171.88310599659,0,2,5988.047362789746,35044.19483676522,2,2,45101869.07694289
1840.5289730060617,0,0,126.02947164632243,31620.88912447549,7,0,0.0
1101.0795490502696,2,4,10745.088684965553,24810.53672823741,1,0,0.0
1733.0,2,4,14.600000381469727,55114.390503464805,6,0,0.0
1985.0348109063123,2,5,4496.264362270759,99183.50736751461,1,0,0.0
1801.9996931690553,2,4,3518.879901388196,17855.503018011386,1,0,0.0
1498.2211221152377,0,3,10880.097380098106,51497.139613475585,1,0,0.0
891.0346479184077,0,3,6587.115214359244,32615.903893113034,1,0,0.0
1439.2068092985148,1,4,9990.507704693426,36003.350430117054,1,0,0.0
1856.0,2,4,29447.5591685026,42642.798933299186,1,0,0.0
1806.1849832225716,0,3,32806.570078819575,44309.72588530329,1,0,0.0
1855.8571231434425,2,1,950.9521221029363,40400.97169428844,5,8,74912522.49696949
1950.186618030245,0,3,800.0,25285.510738315203,1,0,0.0
904.2299593835395,2,4,14.600000381469727,26696.696837343316,6,0,0.0
987.9050529383412,0,3,800.0,22315.059279422905,1,0,0.0
452.1647014339816,2,1,5614.619374643661,26978.64271449571,5,7,29317794.91417179
1985.654053753493,0,2,4563.278076415846,28559.157556152964,2,8,39932315.269545645
1520.7340143162187,0,3,16201.405594231286,38969.32417572555,1,0,0.0
1986.592091817973,0,3,4437.543701331511,24913.45801656456,1,0,0.0
1611.0,0,0,124.37623972790756,31503.46845415603,7,0,0.0
981.082585988478,0,3,30925.238311796133,101136.04251309707,1,0,0.0
1143.2394492142937,2,4,2900.0,19270.307824740048,1,0,0.0
1041.3062358031682,0,0,109.57903711458115,35455.85541383003,7,0,0.0
2093.6784171588306,0,3,11792.486201071473,63939.13831814484,1,0,0.0
1570.952284160813,0,3,7104.746783559141,26265.494190057805,1,0,0.0
1679.3425690650802,2,4,3232.933466367435,26866.516231878086,1,0,0.0
1521.4251653386116,2,4,29447.5435129165,52636.88661308927,1,0,0.0
2111.097764374046,2,4,14.600000381469727,47316.64437330171,6,0,0.0
219.01244378409908,2,4,22885.048257797367,46134.58190801896,1,0,0.0
1624.137433096997,2,1,8.576723847590959,73029.70170306101,0,11,30767587.92280158
1470.0,2,4,2090.374068767653,27411.35672368625,1,0,0.0
1926.5908813125168,2,4,14883.332761655243,58742.77167560917,1,0,0.0
1374.8223765669288,2,4,14.600000381469727,18732.905346992502,6,0,0.0
1500.374520296148,2,4,14.600000381469727,27738.507573316874,6,0,0.0
1194.5252473350372,2,1,9800.12956998937,31945.810554957072,5,8,33219159.3006367
1472.5993082426853,2,4,7706.7386619983645,5622.706097095632,1,0,0.0
1267.1720815857336,2,4,14.600000381469727,58146.3671148938,6,0,0.0
1476.930235205183,0,0,123.7663740696499,29836.922821168027,7,0,0.0
2159.0,0,3,24301.961336723358,66931.8965943959,1,0,0.0
949.1975896013034,0,0,102.12503649735194,23067.076492497366,7,0,0.0
2136.5338228690503,2,4,1660.514337346886,49065.50348069982,1,0,0.0
577.4091055230273,2,4,5571.80015659017,70680.82749976347,1,0,0.0
1323.6676388084506,0,0,82.18846728306691,20519.788826319487,7,0,0.0
1701.9677619610154,2,4,9731.215174324465,17434.884690010203,1,0,0.0
1617.620077654545,2,1,1200.0,21038.51623353296,3,6,27799482.74470031
1076.2595530521978,2,1,2300.0,17051.630542352264,5,8,80230241.02382535
2155.3423834132013,2,4,10729.523720892375,20547.47751090947,1,0,0.0
1733.0,0,0,15.865532499454343,4409.79164933917,7,0,0.0
