trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
3606261,2309,1580,0,0,95.9,21503.6,7,0,0
3659865,3920,1429,0,0,95.2,25272.3,7,0,0
1131562,3867,1984,0,3,20822.0,53747.1,1,0,0
242396,830,888,0,3,24934.5,49643.2,1,0,0
3682026,4858,1672,0,0,50.6,34301.1,7,0,0
1139674,3895,1338,2,4,14.6,27167.8,6,0,0
651416,2226,1742,2,4,9500.0,35244.6,1,0,0
585868,1994,1100,2,1,18.0,29935.8,3,12,14715516
815238,2776,1854,2,4,960.0,13400.0,1,0,0
321345,1098,1857,2,4,800.0,35135.0,1,0,0
611408,2082,785,2,4,12900.0,27670.8,1,0,0
685563,2341,1641,2,4,840.0,14832.4,1,0,0
1014843,3469,1746,0,2,5822.0,30853.7,2,10,99198603
107056,363,1491,2,4,14.6,72556.3,6,0,0
539215,1834,797,0,3,18220.0,45565.6,1,0,0
1068013,3649,2166,2,4,800.0,23420.8,1,0,0
716127,2453,401,2,1,2190.0,14263.7,5,11,32186746
191540,650,1703,2,4,14.6,28384.7,6,0,0
128616,431,1494,2,4,12100.0,45354.7,1,0,0
1253694,4287,1474,2,4,1800.0,18564.1,1,0,0
851366,2902,1220,0,3,20213.0,51986.3,1,0,0
420070,1424,1810,2,4,14300.0,31045.9,1,0,0
166250,555,1764,2,4,14.6,16166.2,6,0,0
715443,2448,2161,2,4,100.0,16412.7,1,0,0
532705,1814,2159,2,4,14.6,35246.3,6,0,0
668602,2282,1491,2,4,30.0,48869.4,6,0,0
580693,1976,2137,0,3,14489.0,47829.2,1,0,0
3281808,10904,1154,2,4,14.6,9061.1,6,0,0
3605310,2275,1764,0,0,73.3,11521.8,7,0,0
1210431,4140,1829,2,4,6900.0,25593.0,1,0,0
728707,2491,1954,2,1,3232.0,27373.9,0,8,47771161
1313182,4484,1202,0,3,26890.0,71279.6,1,0,0
995519,3397,1927,2,1,9400.0,42389.8,5,11,22606748
616884,2103,2044,2,1,2211.0,12661.0,0,3,60364776
649176,2219,1477,0,3,19341.0,112255.6,1,0,0
3637452,3236,2006,0,0,114.1,27406.9,7,0,0
245804,844,1617,0,2,70160.0,97557.1,1,10,11884069
761451,2599,1932,2,4,16600.0,57936.5,5,0,0
1688828,5724,1682,2,1,561.0,21332.2,0,7,30744582
1138382,3891,1009,2,1,3172.0,51250.4,5,4,80522375
3625288,2867,941,0,0,164.9,38487.6,7,0,0
350148,1189,1795,2,4,870.0,29832.0,1,0,0
2370147,7815,2079,2,1,2197.0,42704.8,3,5,92419248
815969,2779,371,2,1,34.0,35784.6,0,9,69750815
1716193,5817,2099,2,4,27200.0,35023.8,1,0,0
472269,1606,1519,2,4,14.6,30625.5,6,0,0
3564036,1013,1672,0,0,57.5,14194.0,7,0,0
1051616,3596,1886,2,4,4080.0,39553.4,1,0,0
3144332,10436,1194,0,3,7496.0,8296.0,1,0,0
272634,932,1519,2,4,14.6,22488.7,6,0,0
712760,2435,1794,2,4,45200.0,62740.5,1,0,0
299437,1019,260,2,4,11500.0,37612.8,1,0,0
711608,2433,1985,2,1,1757.0,38206.3,5,4,28003591
6066,24,2184,2,4,3240.0,21481.6,1,0,0
2448843,8073,1199,2,1,11567.0,52501.2,0,5,4501516
532528,1813,1846,2,4,14600.0,77403.2,1,0,0
2688885,8899,1812,2,4,15100.0,84685.4,1,0,0
694621,2375,1730,2,4,15900.0,51510.2,1,0,0
527037,1799,1504,0,2,5101.0,15646.3,2,12,14614099
3282464,10906,849,2,4,14.6,81384.9,6,0,0
318975,1089,1225,2,1,2962.0,37256.6,0,9,13997078
101568,346,1473,2,4,960.0,57686.1,1,0,0
1214828,4158,1927,0,2,26118.0,57979.5,1,5,20883047
1650229,5593,2096,0,3,7459.0,131138.9,1,0,0
184522,626,1094,2,4,14.6,41817.0,6,0,0
3443641,1753,1794,0,0,303.4,44910.3,7,0,0
283487,973,1429,2,4,14.6,36907.2,6,0,0
519885,1775,1862,2,1,2343.0,12397.4,5,9,25300705
902298,3074,1644,0,3,30940.0,103426.3,1,0,0
887264,3026,528,2,1,8024.0,40482.1,5,8,60199838
448677,1526,1131,2,1,4433.0,31713.8,5,9,69354104
284798,978,523,2,1,2062.0,25965.6,5,11,70650827
13593,45,1765,0,3,6200.0,20139.8,1,0,0
3584452,1642,1338,0,0,86.8,21672.1,7,0,0
632794,2161,1472,2,1,1068.0,24349.6,0,12,86137514
1415183,4825,1976,2,4,14.6,27001.8,6,0,0
2699999,8934,1945,2,4,14.6,26728.0,6,0,0
272606,932,1829,2,4,960.0,24649.6,1,0,0
333494,1134,1616,2,1,6007.0,10416.8,0,10,64548426
3657539,3845,1915,0,0,134.6,25385.6,7,0,0
238768,816,1398,0,3,14052.0,75599.3,1,0,0
202913,688,628,0,3,1100.0,23829.3,1,0,0
898391,3063,370,0,2,3495.0,21025.4,1,7,8035934
292359,1000,693,1,4,8518.0,34874.6,1,0,0
3464071,2915,484,0,0,233.2,62931.4,7,0,0
3037002,10068,2077,0,3,34145.0,53136.0,1,0,0
720216,2466,1915,2,4,14.6,73121.3,6,0,0
191987,651,781,2,4,5400.0,40501.2,1,0,0
3568835,1158,1338,0,0,111.1,27405.1,7,0,0
224440,764,766,2,1,2360.0,27804.1,5,3,41232329
986446,3364,1083,2,4,13800.0,47200.0,1,0,0
309633,1054,469,0,3,600.0,28518.6,1,0,0
485675,1654,2168,2,4,61700.0,47250.2,1,0,0
119151,400,1131,2,1,6948.0,40834.2,5,12,99955695
938966,3204,1611,2,4,14.6,49850.1,6,0,0
885513,3017,1834,2,1,1877.0,33569.8,0,7,8393472
3599611,2090,1794,0,0,125.6,30923.1,7,0,0
345069,1169,1009,0,3,28715.0,105070.7,1,0,0
2521837,8321,649,2,1,7041.0,17652.6,5,12,27547550
3637130,3227,2006,0,0,197.6,36742.2,7,0,0
3441255,1180,2006,0,0,287.2,48537.0,7,0,0
1078297,3683,2074,2,1,3114.0,75806.6,5,1,55347096
3551989,650,2037,0,0,90.6,23456.9,7,0,0
541704,1843,675,0,2,17632.0,38866.7,1,9,76294219
3652574,3699,1580,0,0,79.9,16589.5,7,0,0
2371300,7819,1745,0,3,8834.0,21259.4,1,0,0
227572,773,729,2,4,14.6,50678.8,6,0,0
3098434,10280,1533,0,2,34814.0,96992.9,1,12,73216843
2305257,7607,491,2,1,6020.0,23871.1,5,6,40659213
818676,2787,2041,2,4,10900.0,19093.5,1,0,0
666411,2274,1469,2,4,1250.0,37791.3,1,0,0
476861,1625,990,2,4,4800.0,26755.0,1,0,0
415133,1410,1368,2,4,14.6,57034.8,6,0,0
698525,2389,1623,2,1,3912.0,49090.5,5,5,87516963
1018373,3479,716,2,4,4160.0,29782.2,1,0,0
2477587,8173,1595,2,4,29000.0,64548.1,1,0,0
1135408,3880,1481,2,4,1600.0,22670.9,1,0,0
69302,231,1440,0,2,3110.0,18873.5,1,2,97595548
397143,1351,2053,2,4,100.0,27830.6,1,0,0
721153,2470,2138,2,1,4511.0,46707.6,5,2,71474998
3637558,3239,1338,0,0,113.2,33671.5,7,0,0
415649,1411,1899,2,4,6500.0,73879.8,1,0,0
460148,1565,1785,2,4,1440.0,55234.2,1,0,0
3047953,10105,1557,0,3,300.0,48392.6,1,0,0
1027058,3507,2075,1,4,9374.0,80665.2,1,0,0
706771,2420,1945,2,4,14.6,15432.9,6,0,0
925097,3152,1126,2,4,1300.0,18972.0,1,0,0
3550956,623,1094,0,0,101.0,23578.6,7,0,0
1524681,5196,1837,2,4,5700.0,64182.7,1,0,0
684392,2336,1412,0,3,5177.0,15562.4,1,0,0
154404,517,2004,2,4,18700.0,59636.7,1,0,0
1534939,5228,1190,0,2,49681.0,81283.6,1,5,98379885
285132,979,1800,0,3,26871.0,58135.0,1,0,0
827956,2819,731,2,4,1200.0,31399.3,1,0,0
1155092,3952,1617,0,2,6610.0,34296.2,2,4,55330866
287392,985,1130,0,2,3341.0,19153.7,1,8,31737041
3529131,11295,2068,0,0,272.5,90441.6,7,0,0
804893,2742,1287,2,1,4878.0,30137.1,0,10,59019696
670631,2289,2159,2,4,14.6,24617.0,6,0,0
3568451,1145,1672,0,0,88.7,22158.6,7,0,0
333228,1133,1054,2,4,3600.0,11993.3,1,0,0
735678,2513,2080,0,2,3983.0,20692.0,1,5,20867938
457596,1555,1526,0,2,6260.0,26140.0,2,2,16462087
382494,1299,1223,2,1,317.0,16237.6,5,2,17364889
827653,2818,1311,2,4,26300.0,51649.9,1,0,0
3609561,2407,2159,0,0,116.3,27682.3,7,0,0
2697782,8926,1744,2,1,25.0,28255.3,0,11,49839079
310272,1057,1532,2,1,3090.0,17232.8,5,9,44777083
596372,2030,1429,2,4,14.6,83153.8,6,0,0
395810,1345,1429,2,4,14.6,80001.1,6,0,0
3617554,2632,1976,0,0,207.8,52989.1,7,0,0
518116,1770,1677,2,1,8351.0,55875.1,5,3,27800739
80172,268,1784,2,4,35700.0,52086.1,1,0,0
2688591,8899,1957,2,1,2088.8,61271.0,8,2,16985112
478662,1631,1622,0,2,4115.0,19153.1,2,9,96418112
528025,1801,73,0,3,3700.0,23374.9,1,0,0
2610962,8625,1215,2,4,14.6,74291.8,6,0,0
609886,2076,1852,2,4,1680.0,15394.7,1,0,0
1013921,3466,1979,2,4,19100.0,48495.4,1,0,0
