trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
2075.9193946877685,2,4,6932.352612320229,79072.98605879479,1,0,0.0
1338.0,2,4,4292.103262521811,32859.91438857927,1,0,0.0
1104.9526869814833,2,4,13961.736338960653,40142.29510577074,1,0,0.0
2048.4167221569305,2,1,3147.082477070816,38633.469607335406,5,3,39982193.57567955
1920.4412800544571,0,3,48020.159845581635,95807.42449945134,1,0,0.0
1257.710652799932,2,4,1281.9733389172366,52854.1805915017,1,0,0.0
1656.6575184633884,2,4,14.600000381469727,25118.525341921788,6,0,0.0
1168.14259431464,2,4,907.1752723053849,18590.332695550285,1,0,0.0
1825.0,2,4,7945.307406619299,40751.695203047144,1,0,0.0
2068.0,2,4,14.600000381469727,80566.91157975465,6,0,0.0
336.4525002976029,2,1,455.3710976223483,34603.89939229534,0,6,35781536.580146395
740.7186900477458,0,0,78.98600319387745,18153.59816742674,7,0,0.0
400.34326056001777,2,4,7945.451194738638,30127.7607112868,1,0,0.0
823.6645834918635,0,3,21377.864913250523,70716.72327393401,1,0,0.0
1976.0,0,2,5092.076806394732,17194.78424741313,2,13,43053250.34015356
2159.0,2,4,14.600000381469727,38828.0443512162,6,0,0.0
1531.6152014533109,2,1,2710.7527366582854,43977.62155815754,5,11,76508553.57396382
2159.0,2,4,14.600000381469727,28317.44271167287,6,0,0.0
1069.7863058705466,2,4,14.600000381469727,19904.180490973828,6,0,0.0
1192.4974149201173,2,1,1371.2669119911627,20518.493437393514,0,1,23154946.151831716
2142.6577668210302,1,4,5446.974641328333,59213.49250747277,1,0,0.0
553.5363367874862,2,1,5108.713169111171,89386.49273480126,3,13,19566938.199216504
1553.6759534182786,2,5,879.5267519792457,60899.800027129844,1,0,0.0
1831.4466721262443,2,4,6710.986239227571,61156.54256077601,1,0,0.0
1915.0,0,2,5014.577277839486,17123.611728480446,2,2,42938343.8481793
1159.2571800157216,2,1,3837.559604928487,38867.63103995397,5,1,40382386.25296484
1839.793523517233,2,4,4187.533297551049,52557.81168724225,1,0,0.0
1286.8737304786862,2,1,2113.9742340587222,24890.602446215817,3,3,61154779.88302455
1509.301988191987,2,4,14908.95892648239,23340.051632459836,1,0,0.0
1440.7261563141703,2,4,14.600000381469727,46768.88646256002,6,0,0.0
637.0,2,1,1326.5548573826113,19317.4423834331,5,2,47414589.949552
1491.0,2,1,2100.0,37037.88420006242,0,13,56347335.35067684
472.97693647551847,0,0,301.6407024988013,51795.29453981715,7,0,0.0
1593.6396068646156,2,4,10349.380829027825,13041.043569617159,1,0,0.0
819.0,0,0,173.9594310338858,33042.17667685009,7,0,0.0
2159.0,2,4,14.600000381469727,24982.759180625053,6,0,0.0
1955.3677813269871,2,4,9457.31404794084,42691.543225743466,1,0,0.0
1639.2523839585895,0,3,720.0,18518.112806186164,1,0,0.0
545.0,2,4,14.600000381469727,21663.848353203193,6,0,0.0
1829.9503096496144,0,0,130.84209084517798,46488.105096028645,7,0,0.0
81.41255329856394,0,3,720.0,12642.553909927865,1,0,0.0
1557.9095843489515,0,2,4009.5546185009234,24724.422336632982,2,2,74159466.17228737
2129.0,1,4,20491.551101254212,32400.458117383638,1,0,0.0
2135.9893214440026,2,4,14.600000381469727,42458.149849402864,6,0,0.0
1684.0122261220674,2,4,3512.858516714546,46380.0215261039,1,0,0.0
2159.0,2,4,14.600000381469727,85067.68490067462,6,0,0.0
892.5564317307552,2,4,30.0,51829.795189019125,6,0,0.0
748.7652013494245,2,4,14.600000381469727,29295.96670604454,6,0,0.0
1839.5705314950762,0,0,223.48247822570792,62589.53956886808,7,0,0.0
1339.011985996855,2,4,2836.970226030288,41624.745033802414,1,0,0.0
1727.7110955596975,2,4,8637.051551746488,42465.048020054295,1,0,0.0
1476.8247779098092,0,0,176.71138747577524,36555.57864731211,7,0,0.0
1802.245960800509,2,1,180.46818890682692,41177.77816098652,4,9,10035248.284895573
1833.709049531913,2,4,14.600000381469727,18993.186416484335,6,0,0.0
2005.85038238736,2,5,3600.0,53762.25210747809,1,0,0.0
1856.0,2,4,7625.895231263368,54564.34453307105,1,0,0.0
1528.1200450962294,1,4,20387.843576287443,64312.32856622343,1,0,0.0
1615.4891808229181,2,4,5836.679166642864,25740.31393868347,1,0,0.0
579.1430790967585,2,1,8122.072835763319,24830.79770167645,5,11,40715320.21449266
1343.7256482711373,2,4,14.600000381469727,13928.54088216977,6,0,0.0
973.8019373625266,2,1,3192.434470916381,11484.353521939885,5,8,43443119.0908556
741.2335865551793,2,4,30.0,36387.99923413164,6,0,0.0
1550.9545349765983,0,3,202.08686498075974,178.6439655701817,1,0,0.0
2159.0,0,3,39659.02748645257,136825.00866809272,1,0,0.0
824.3889695755438,0,0,118.9480805021374,24058.158598546856,7,0,0.0
1856.0,0,0,179.52213961521275,37680.53118948293,7,0,0.0
1308.2495996096027,0,0,84.34071463396472,23706.87725547588,7,0,0.0
399.8285426066764,2,4,7039.411423541807,33628.987967265486,1,0,0.0
