trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1010365,3452,1655,2,1,3129.0,22419.1,5,2,27763378
718414,2460,1675,0,3,2600.0,36111.6,1,0,0
969702,3305,1623,2,1,2858.0,13155.1,0,13,41987031
608115,2069,2041,0,3,500.0,39383.2,1,0,0
1112104,3797,1300,0,3,600.0,26797.0,1,0,0
3649449,3613,484,0,0,81.5,18527.0,7,0,0
3646068,3509,1703,0,0,165.5,39114.4,7,0,0
403068,1372,1964,2,4,7000.0,23267.5,1,0,0
722628,2473,1368,2,4,14.6,15530.5,6,0,0
125900,424,1865,2,1,4591.0,38213.0,5,12,64132481
879523,2996,1861,2,1,7282.0,28025.3,5,10,55056405
578786,1970,1258,2,1,1916.0,41060.8,0,4,16633075
2789156,9236,740,0,3,11906.0,33537.4,1,0,0
674915,2306,827,0,3,13003.0,46602.3,1,0,0
3616428,2597,1672,0,0,159.9,38309.9,7,0,0
3653403,3726,1915,0,0,252.1,56953.1,7,0,0
446457,1516,1738,0,2,3416.0,31541.3,1,2,86663573
1154587,3948,1872,2,5,1400.0,43270.9,1,0,0
3445220,218,1246,0,0,248.6,76280.0,7,0,0
739107,2524,2164,2,1,2550.0,20599.1,5,10,64186239
1038424,3551,709,2,4,300.0,25944.4,1,0,0
1038134,3551,1680,2,1,1769.0,37688.3,5,9,9448177
534748,1821,976,2,4,13700.0,35832.7,1,0,0
1921145,6511,1732,0,3,27867.0,100626.8,1,0,0
215824,733,1834,0,3,15490.0,57928.5,1,0,0
226303,770,1994,2,4,4200.0,20080.3,1,0,0
672654,2297,1338,2,4,14.6,13523.1,6,0,0
299056,1019,160,2,1,8127.0,63057.8,5,12,75165712
1126582,3848,1519,2,4,14.6,29059.8,6,0,0
126390,425,423,2,4,14.6,17762.2,6,0,0
644098,2199,1467,2,4,390.0,25544.6,1,0,0
1109218,3787,1080,2,4,3900.0,58287.4,1,0,0
276689,947,1466,2,1,1143.0,23737.4,0,3,99499773
605641,2061,1781,2,4,2200.0,20773.0,1,0,0
3623571,2818,668,0,0,214.6,51277.3,7,0,0
474743,1617,2159,2,4,14.6,30915.2,6,0,0
1077299,3679,2159,2,4,14.6,46326.9,6,0,0
3047735,10105,1856,1,4,7111.0,65029.1,1,0,0
3656978,3830,2037,0,0,213.1,51573.6,7,0,0
401364,1366,1134,0,3,2800.0,24640.3,1,0,0
2984699,9883,1703,2,4,14.6,74804.3,6,0,0
288099,988,1505,0,2,6832.0,23483.7,2,2,86735617
852863,2906,1641,2,4,14.6,15125.7,6,0,0
538612,1831,1793,2,4,2700.0,24438.9,1,0,0
