trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
562231,1912,698,2,4,14.6,23063.7,6,0,0
599424,2039,1690,0,3,7200.0,34027.6,1,0,0
912884,3112,1046,2,1,1584.0,55943.4,0,6,83437150
1105569,3777,1465,2,1,102.0,23452.1,1,13,87551414
3574707,1345,515,0,0,199.1,45686.1,7,0,0
88745,299,1981,2,4,6000.0,47918.8,1,0,0
526153,1796,1076,0,3,30015.0,49676.0,1,0,0
497530,1695,1491,2,4,14.6,44818.4,6,0,0
775131,2645,1163,2,1,389.0,38233.1,5,5,14088654
2489603,8212,760,2,4,100.0,91922.0,6,0,0
845776,2880,413,2,4,960.0,20757.2,1,0,0
298657,1018,710,2,1,1028.0,24052.6,0,4,98507838
558606,1900,1813,2,4,20900.0,54862.7,1,0,0
586269,1996,1224,0,2,23956.0,24956.0,1,2,41907382
2984450,9883,589,2,1,12504.0,9043.3,3,12,85923730
1026602,3505,1641,2,4,14.6,40848.4,6,0,0
660863,2256,862,0,2,4729.0,18817.4,2,1,59773492
870316,2963,1976,2,4,14.6,44687.8,6,0,0
224546,764,515,2,4,14.6,28760.0,6,0,0
1168106,4003,1945,0,3,21405.0,73195.9,1,0,0
3281809,10904,1185,2,4,14.6,9266.4,6,0,0
472866,1610,282,0,3,24373.0,71512.6,1,0,0
3457213,9826,1519,0,0,113.9,22336.8,7,0,0
819312,2789,1828,2,4,2200.0,52738.3,1,0,0
631370,2155,1464,2,4,720.0,15626.9,1,0,0
99234,339,1960,2,4,10200.0,73471.4,1,0,0
320606,1095,1779,2,4,14700.0,40970.1,1,0,0
1161191,3976,1679,2,1,967.0,24528.5,5,10,59522145
3619369,2688,941,0,0,47.0,18465.0,7,0,0
3602157,2177,607,0,0,81.9,20091.3,7,0,0
1163530,3983,278,0,3,14626.0,53629.8,1,0,0
276832,947,1246,2,4,14.6,19193.1,6,0,0
10722,36,1130,2,1,4069.0,33257.1,5,2,80693810
660864,2256,893,0,2,4729.0,17814.4,2,1,59773492
925578,3154,2165,2,1,515.0,60651.6,0,6,5445003
400900,1366,124,0,3,7626.0,32055.1,1,0,0
1139426,3894,2000,2,4,1520.0,43863.0,1,0,0
656658,2244,1468,2,1,1690.0,40880.7,5,5,61625307
3122230,10361,1452,2,4,2400.0,28016.4,1,0,0
730903,2498,1532,0,3,9624.0,36772.5,1,0,0
3603942,2234,2068,0,0,110.4,26869.3,7,0,0
640010,2185,1714,2,1,2004.0,28313.2,5,7,23456716
637839,2177,766,2,1,3168.0,17073.6,5,9,5411524
1596761,5423,1207,1,4,7098.0,26462.2,1,0,0
315266,1076,827,2,1,4447.0,25993.8,0,13,93423914
3670893,5442,1460,0,0,190.9,60016.3,7,0,0
621687,2121,1483,2,4,16600.0,36011.0,1,0,0
3554938,744,1094,0,0,110.8,26686.9,7,0,0
1108207,3785,1461,2,4,2280.0,78435.9,1,0,0
1019671,3482,771,0,2,4674.0,9962.9,2,10,94689869
1034764,3538,1469,2,5,800.0,69188.2,1,0,0
159032,533,1314,2,1,1319.0,15859.9,5,3,5924845
247278,850,1853,2,4,5700.0,22367.7,1,0,0
355681,1205,856,2,1,2989.0,24745.8,5,13,8382422
59411,198,2142,0,2,4299.0,21760.6,2,4,16352892
946109,3225,760,2,4,14.6,28245.3,6,0,0
244955,841,705,0,2,5772.0,27161.2,2,11,15798580
313842,1071,1491,1,4,17569.0,69730.0,1,0,0
520565,1777,2068,2,4,15000.0,36555.2,1,0,0
1157725,3963,1986,2,1,70.0,33927.3,3,3,42651188
834357,2840,1734,0,3,12971.0,41799.9,1,0,0
1068283,3650,520,0,3,1100.0,1100.0,1,0,0
3811,15,484,2,4,12200.0,40377.2,1,0,0
3442279,1372,1580,0,0,178.4,41512.3,7,0,0
3465137,3265,1825,0,0,241.5,89263.0,7,0,0
1056218,3612,1830,2,1,2410.0,57338.5,0,12,4672742
3537656,216,1580,0,0,119.3,29250.1,7,0,0
828974,2823,1439,2,1,2210.0,20188.3,1,4,22294932
463786,1578,1190,2,1,1825.0,12851.9,5,11,44909232
57833,193,1929,0,3,10666.0,29986.3,1,0,0
3635428,3176,1915,0,0,56.1,13097.5,7,0,0
266905,913,1315,2,4,13800.0,27543.2,1,0,0
580948,1977,2037,2,4,14.6,26347.5,6,0,0
874079,2977,2112,2,1,3055.0,86060.4,5,5,47011393
3591515,1846,1246,0,0,63.9,15702.5,7,0,0
3575377,1371,819,0,0,96.6,23097.6,7,0,0
382284,1298,1368,2,4,14.6,26350.3,6,0,0
3539854,280,395,0,0,104.5,19057.1,7,0,0
938220,3201,1496,2,1,2898.0,31893.0,0,1,88160776
1088701,3720,347,0,2,5657.0,28697.8,2,5,60142868
