trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
890259,3035,880,2,4,30.0,79257.2,6,0,0
9425,33,668,2,4,14.6,48469.8,6,0,0
481977,1641,2047,2,1,1294.0,79497.1,0,7,57866871
79915,267,2068,2,4,14.6,15334.5,6,0,0
3607752,2352,1672,0,0,198.1,50026.8,7,0,0
3463442,2740,1794,0,0,101.2,23772.1,7,0,0
106459,362,254,2,1,68.0,26790.0,3,3,62852764
545488,1856,584,0,2,3261.0,7322.0,1,12,55557876
2862334,9472,766,2,1,5119.0,20962.3,5,6,17279625
3580537,1520,1915,0,0,122.1,28548.0,7,0,0
1575854,5357,2134,2,5,1200.0,77127.1,1,0,0
3631758,3064,395,0,0,89.7,12606.9,7,0,0
1502007,5120,351,2,4,21800.0,45592.9,1,0,0
943208,3218,621,0,2,3175.0,18874.3,1,4,84242337
614685,2096,1012,0,3,15089.0,48420.2,1,0,0
2791602,9242,1990,0,3,11748.0,24314.0,1,0,0
3354587,11141,1742,2,4,15600.0,61386.0,1,0,0
367646,1249,1538,2,4,1700.0,30899.6,1,0,0
3588806,1777,1641,0,0,139.1,28186.9,7,0,0
1689082,5724,898,2,4,22800.0,47020.7,1,0,0
2308870,7618,1194,0,2,23624.0,42187.2,1,10,82531737
1029194,3514,1265,2,4,960.0,18285.7,1,0,0
3521399,10440,1672,0,0,142.9,38132.1,7,0,0
710435,2429,2129,2,4,14.6,54665.5,6,0,0
2402659,7926,1463,2,4,3900.0,45094.1,1,0,0
1650456,5593,2082,2,4,7800.0,54232.9,1,0,0
675214,2306,698,2,4,14.6,38008.5,6,0,0
2912603,9645,1562,2,1,4893.0,60545.8,8,3,71165287
692219,2365,1447,2,4,850.0,28059.0,1,0,0
1850373,6265,1746,0,3,32569.0,115509.2,1,0,0
3594100,1925,1491,0,0,129.3,30223.7,7,0,0
834232,2839,1513,2,4,7600.0,30700.9,1,0,0
164610,551,742,0,3,1600.0,21920.5,1,0,0
2593477,8566,454,2,4,14.6,-2666.4,6,0,0
604135,2056,156,2,4,30100.0,52876.6,1,0,0
476692,1625,1159,2,1,1727.0,22175.9,0,4,10578328
2378630,7844,1166,2,1,3816.0,68004.4,8,11,97729610
215640,732,1836,2,4,3120.0,37762.3,1,0,0
522867,1784,1094,2,4,14.6,30504.1,6,0,0
499701,1702,1561,0,3,8134.0,25903.9,1,0,0
865608,2947,1794,2,4,14.6,29264.2,6,0,0
3085023,10233,1527,2,1,456.0,20959.7,5,12,6003463
1083463,3700,1837,2,1,5230.0,36151.0,5,4,41282796
3534235,112,1094,0,0,73.3,15162.8,7,0,0
1908103,6463,1338,2,4,14.6,4572.6,6,0,0
733817,2508,1529,2,1,2193.0,17762.8,5,4,89408212
2079572,7049,1900,2,4,13500.0,22250.4,1,0,0
2268748,7487,2129,0,3,7904.0,10917.3,1,0,0
255621,878,1884,2,4,14.6,38528.6,6,0,0
21206,70,1976,2,4,14.6,50940.7,6,0,0
725628,2483,2165,2,5,800.0,35915.1,1,0,0
498748,1699,1672,2,4,14.6,19644.3,6,0,0
629882,2150,2075,2,4,1200.0,17843.7,1,0,0
737383,2519,1593,2,1,1599.0,27532.5,5,8,87381881
472887,1610,920,0,3,24373.0,77582.2,1,0,0
1005357,3431,1733,2,4,14.6,36533.0,6,0,0
856127,2917,1346,0,3,16880.0,28580.0,1,0,0
3442701,1541,1519,0,0,87.7,21507.2,7,0,0
1109049,3787,1076,2,1,4407.0,62187.4,5,3,96782379
177667,600,1825,2,4,14.6,56202.6,6,0,0
2963625,9814,1324,2,4,9400.0,23184.8,1,0,0
1042805,3566,339,2,4,3200.0,24298.7,1,0,0
725652,2483,1708,2,4,3000.0,42224.4,1,0,0
329926,1124,2068,2,4,14.6,81352.6,6,0,0
3612166,2484,849,0,0,157.7,35595.1,7,0,0
774236,2642,1465,2,1,2536.0,34510.9,3,3,64703529
1130195,3862,1934,1,4,19042.0,33625.1,1,0,0
1313376,4484,1215,2,4,14.6,48968.9,6,0,0
649671,2220,157,0,2,6153.0,25712.0,2,7,42469984
371910,1267,1526,2,1,21.0,33528.4,3,8,38344526
1035181,3539,1094,2,4,14.6,27401.8,6,0,0
3449029,3326,2129,2,4,187.3,-35038.4,4,0,0
641228,2189,586,2,1,2803.0,35850.7,3,1,32410866
19143,65,1586,2,1,686.0,68969.8,5,13,74934333
690532,2359,1473,2,4,1100.0,28955.5,1,0,0
994337,3391,1215,2,4,14.6,39157.7,6,0,0
269909,925,738,2,1,5395.0,50833.1,5,1,8015108
3056635,10134,1984,2,1,9535.0,34448.2,5,9,69918125
2893481,9583,1256,2,4,8500.0,67522.9,1,0,0
1087787,3717,1927,0,2,15582.0,19561.3,1,10,65669673
502580,1713,972,2,4,14.6,17915.0,6,0,0
217084,738,916,2,1,3671.0,61821.5,3,13,99652116
3660608,3943,1856,0,0,87.2,19510.4,7,0,0
626620,2140,1528,0,2,3478.0,20936.9,1,10,56615853
295420,1008,1870,2,1,2691.0,27732.0,5,6,54770183
1136551,3883,2177,0,3,700.0,46258.4,1,0,0
264786,904,1430,2,4,2720.0,64360.9,1,0,0
590314,2009,880,2,4,14.6,69598.7,6,0,0
487812,1663,1791,2,4,2500.0,37793.3,1,0,0
578911,1970,484,2,4,14.6,70170.7,6,0,0
73531,244,642,0,2,3972.0,30550.7,1,5,12078875
1255412,4293,1491,0,3,21770.0,43843.1,1,0,0
660900,2256,1989,0,2,4729.0,21940.8,2,1,59773492
854566,2912,605,0,3,13700.0,14800.0,1,0,0
104640,357,1465,2,4,690.0,16787.8,1,0,0
379134,1289,1803,2,4,2240.0,65374.2,1,0,0
1163177,3982,403,0,2,3230.0,15569.0,1,4,65810519
609444,2074,1593,2,4,18200.0,21304.2,1,0,0
145988,489,767,2,1,5608.0,23326.7,5,10,53826928
3582428,1584,941,0,0,69.7,17146.9,7,0,0
1474164,5024,1047,0,3,8698.0,30093.4,1,0,0
1596650,5423,1890,2,1,8618.0,9293.2,0,9,82146298
572408,1948,1211,0,3,15288.0,22105.0,1,0,0
388044,1319,1994,0,3,25363.0,110832.4,1,0,0
758187,2585,580,2,4,11200.0,34699.8,1,0,0
2872108,9504,2141,2,1,5688.0,51158.6,8,6,22714406
1128167,3854,1399,2,4,14.6,32841.9,6,0,0
524332,1788,1348,2,4,1400.0,16481.5,1,0,0
2408047,7944,450,2,4,16400.0,38050.6,1,0,0
803915,2739,2180,2,4,600.0,41286.4,1,0,0
3634217,3137,1764,0,0,138.0,30839.3,7,0,0
445268,1513,1351,2,1,1316.0,52629.5,3,8,59476637
1838482,6226,635,2,4,2700.0,56997.3,1,0,0
3318034,11021,1511,0,3,18300.0,40980.9,1,0,0
1091631,3732,1843,2,4,750.0,23010.0,1,0,0
3632355,3083,1764,0,0,179.6,44115.8,7,0,0
3447024,1539,119,0,0,257.1,65606.1,7,0,0
3558909,870,941,0,0,110.1,25777.8,7,0,0
3162069,10493,1919,2,4,3700.0,32092.7,1,0,0
3620274,2713,1976,0,0,205.3,51044.0,7,0,0
3659002,3894,2006,0,0,186.0,37129.0,7,0,0
3645015,3478,941,0,0,120.2,30159.2,7,0,0
110346,373,1313,0,3,9679.0,26585.2,1,0,0
750237,2557,2068,2,4,14.6,17144.1,6,0,0
1905231,6453,2103,0,3,4125.0,21051.0,1,0,0
