trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
559346,1903,1436,2,1,1878.0,28674.0,5,9,99218499
166266,555,224,2,4,18800.0,44555.6,1,0,0
3660382,3937,1429,0,0,75.4,18981.0,7,0,0
902867,3076,1954,2,1,2715.0,15535.1,5,12,67460548
1005703,3433,1805,2,4,2320.0,20840.7,1,0,0
155488,520,1703,2,4,14.6,25989.6,6,0,0
1012585,3462,1777,2,1,1491.0,27317.3,5,4,61501145
3546667,484,1733,0,0,119.5,28403.1,7,0,0
1579022,5369,1008,0,3,5643.0,35692.5,1,0,0
2611854,8628,1550,2,4,100.0,-2744.3,6,0,0
1584547,5387,1216,2,4,4300.0,25583.9,1,0,0
356431,1207,1227,2,4,3600.0,56962.6,1,0,0
247629,851,1644,1,4,19148.0,61976.3,1,0,0
3632234,3078,1094,0,0,81.4,18767.6,7,0,0
33790,108,1457,2,4,3000.0,61117.3,1,0,0
187680,635,1505,2,1,2707.0,16040.5,0,4,86240660
131374,441,922,2,1,765.0,57324.9,0,12,11125362
59855,199,1733,2,4,14.6,18784.0,6,0,0
1194351,4088,1562,0,3,10979.0,40934.2,1,0,0
992189,3384,1938,2,4,400.0,38650.4,1,0,0
314549,1073,2012,0,3,23800.0,69457.7,1,0,0
9146,32,1179,2,4,17600.0,42990.5,1,0,0
454313,1544,1407,0,3,18950.0,54943.9,1,0,0
416299,1413,887,0,3,1100.0,1100.0,1,0,0
191701,651,1869,0,3,20121.0,82563.3,1,0,0
1064573,3637,1683,2,1,4877.0,62174.5,5,13,98685901
114677,388,1982,0,3,15536.0,81308.6,1,0,0
378981,1288,1500,2,4,900.0,19051.6,1,0,0
1329922,4543,1990,0,3,1000.0,44318.9,1,0,0
684152,2335,1861,2,1,485.0,358.5,3,11,98547273
3586575,1703,2006,0,0,93.1,20804.4,7,0,0
3490880,7637,1519,0,0,176.4,35486.8,7,0,0
3613313,2510,1794,0,0,169.3,44672.0,7,0,0
2780751,9203,364,2,4,14.6,19668.5,6,0,0
101020,345,1896,0,3,16431.0,60298.5,1,0,0
1042710,3566,624,2,4,3500.0,23327.0,1,0,0
1004237,3426,2069,2,4,16700.0,47054.2,1,0,0
